results:average,results:max,results:min
-0.12066653529302,0.87633018858913,-1.3411176120099
-0.070555922728433,1.0429672125061,-1.3087990447289
-0.10550019216175,0.92728732743556,-1.3313943963774
-0.1630315297573,0.73940876301871,-1.3678615132295
-0.04352655769021,1.1301203237096,-1.2911791082451
-0.14462818766633,0.7937524569058,-1.3563694022467
-0.13333278521834,0.83600348449306,-1.3491217908927
-0.064170997201981,1.0619043588841,-1.3048175794648
-0.16449336562722,0.73365021783156,-1.3688055227761
-0.11215470883993,0.90294822958912,-1.3357361291195
-0.14573051943136,0.79700397853411,-1.3569109457087
-0.13582398794132,0.82308919302732,-1.3508047892327
-0.10184440249716,0.93844560143643,-1.3290934252927
-0.13110063758931,0.84454629764073,-1.347653939413
-0.1943794081891,0.63833833358998,-1.3874657925716
-0.13834021615467,0.81835772531839,-1.352333607599
-0.14023459763242,0.8142542353838,-1.3534630478922
-0.1340301437636,0.83377514031966,-1.3495619711054
-0.10575886730864,0.92371956890834,-1.3316612971139
-0.10818514745475,0.9189173619416,-1.3330895727677
-0.10924366901672,0.91488452126834,-1.3337932001638
-0.099311129742254,0.94654310667346,-1.3274805792654
-0.13167215600066,0.84054487710033,-1.3480990697847
-0.18657806984453,0.66363796627701,-1.3825988703392
-0.15368270632426,0.76639380916225,-1.3620526399329
-0.16121265869419,0.74491184834903,-1.3667293981556
-0.10470465115352,0.92937107657526,-1.3309099686583
-0.15707923164849,0.75829271930301,-1.3641307344753
-0.10445980268819,0.93142964360982,-1.3306903970164
-0.10794905400579,0.91690817361859,-1.3330490132898
-0.16815267724539,0.72242242616291,-1.3710871045895
-0.10481886743493,0.93189269078609,-1.3308136880893
-0.1366959602444,0.82305071068833,-1.3513103398559
-0.1310237855695,0.8439409249779,-1.3476424091353
-0.15325354014633,0.77030027341563,-1.3617334908587
-0.14829180752332,0.78467188537738,-1.358645755969
-0.18385066493974,0.67377811602125,-1.3808586244478
-0.19226430771544,0.64279506384933,-1.3861798986824
-0.12536453532101,0.86052954053157,-1.3441162932673
-0.11173452851711,0.90666640223885,-1.3353859345427
