results:T_avg,results:q_left
-14.921444319076,-43.856813287181
-23.182726045189,-68.598976238035
-16.632567181411,-48.432071529363
-1.1975072903661,-2.4286390293569
-13.555568080295,-41.912252212839
-14.006868131898,-41.200518441017
-27.394734023034,-80.373953918923
-36.60349256913,-108.79131895166
-22.495283591365,-66.596221089072
-20.311412397014,-59.073629270708
-7.1277648351561,-22.222357964569
-25.838114969712,-76.89680528899
-9.8418071606474,-29.926144519705
-44.415800265455,-132.48759238012
-34.694951468695,-102.67901650607
-18.040226955875,-54.090793779951
-22.070403323367,-64.922918813314
-46.219016370909,-139.58250282668
-17.42130997859,-52.239312342428
-28.358810208549,-83.933261471416
-18.091502863192,-53.190760905127
-10.192347530091,-29.882053702974
-26.839501390678,-78.22047948815
-14.716786269416,-43.669993189608
-36.758111787508,-106.99375894967
-17.959101423199,-53.493720048866
-16.267811423084,-48.879340527529
-17.998159158591,-53.584855067479
-24.05734213397,-71.631855173999
-15.312425564407,-45.565273654327
-24.821084215758,-73.4804884313
-29.004302429146,-86.640798694319
-10.107520178759,-30.793538355261
-22.360685223139,-66.698614900852
-27.143018806563,-80.446849746317
-14.105444858877,-43.259650753641
-9.7399714760678,-28.165442183405
-5.4979490402824,-14.961192610097
-17.435766556978,-52.917755091371
-17.653817345614,-51.40770664865
-12.681935304802,-38.408091920381
-15.953498558207,-46.440614912305
-10.122446033953,-31.466450858647
-15.959862781452,-48.23097793388
-3.6814592672811,-12.251808802702
-19.74857335275,-58.037715976083
-19.228473449605,-55.67754424855
-14.7325024967,-43.219409338257
-14.762846860293,-44.405279956554
-24.732760485288,-72.637078831283
-10.978990528281,-32.550705366364
-15.295260454149,-44.451248970459
-19.813493391768,-56.915926127159
-41.786422132383,-122.4162537289
-24.531877120992,-72.397565312587
-32.171524995395,-95.179953799945
-18.802773065723,-54.043400571191
-15.873804196514,-46.724751575827
-34.309405218387,-99.846161098812
-12.442913593461,-37.901702863704
-14.895080027724,-43.999604931232
-18.736582089945,-54.234155235667
-13.186579541787,-40.520873045
-21.636020688327,-63.773713850447
-14.441428765382,-43.189891590158
-17.348791301285,-48.62507755766
-42.386792528339,-125.51789986123
-18.984779842702,-57.310742402547
-17.128447706445,-51.506203668975
-15.791989047554,-46.778096783987
-27.977734475908,-82.546624218037
-11.526647506001,-34.961726127093
-37.786812221441,-112.09544082845
-9.1435119496462,-28.637163514773
-16.797248853761,-49.356742707153
-13.894747491619,-42.334930995025
-25.088188557782,-72.763100547844
-21.063055611098,-62.011349586976
-13.473009519102,-41.023685709173
-17.041188696594,-50.795965128185
-48.518010360532,-143.31894914291
-37.383277725587,-110.56188578904
-34.012379403509,-99.992360099763
-50.976747479557,-154.98954027756
-18.39765983409,-54.683478048896
-14.705428509658,-44.033161205105
-11.180655516191,-33.733278815786
-31.993247763636,-95.570142930391
-36.697543580674,-109.51735574628
-37.585488717523,-109.85414058885
-32.21708703267,-96.592116303366
-21.000987288219,-63.200851346657
-19.880537405782,-58.660884045542
-25.458938575467,-75.318121043149
-13.225004217258,-39.583630529578
-28.124560835994,-82.289844514076
-12.388278781583,-38.036840570017
-12.959871473246,-39.072466130327
-30.396509401663,-89.707685740393
-10.224531430959,-31.664500038942
-18.920536711064,-56.018744358611
-17.67781870369,-51.569261829001
-15.641597321427,-46.053987325395
-23.036616156579,-69.538722428298
-27.084412055365,-78.976522350409
-15.288304369487,-45.75042115668
-38.475358234794,-112.73186004889
-13.142978289203,-38.414415017331
-18.337375251305,-54.441242443893
-22.975775364553,-66.296568842713
-12.608645149338,-38.963845328749
-13.158713487255,-39.891129842988
-22.131182677996,-64.217961396748
-14.507379535436,-44.360303027472
-28.490342005927,-83.606665712143
-45.228622661467,-132.63557877174
-17.258878737849,-51.25471979565
-12.441681713688,-37.600665133561
-13.420696116099,-41.030701377969
-32.334435452575,-92.822452954102
-30.281165391285,-87.734309675153
-25.594614769408,-76.623134510945
-22.169975692689,-65.102406391351
-16.856740663168,-50.75902325483
-24.797794391588,-73.785947218235
-51.238901330654,-152.48288894384
-14.793069318426,-44.345755141822
-43.831065038805,-130.45201076822
-10.977496834936,-32.70628097761
-8.131434763556,-25.360841331933
-20.428153147029,-60.838513710348
-1.6420654433489,-5.4722253688869
-2.6124180447126,-4.0273161464255
-24.154730605714,-70.754008835264
-18.786878827834,-55.562601944983
-36.824233450102,-108.74827084273
-25.227582660847,-72.090082100987
-17.250193964461,-51.791811945653
-21.597269600072,-63.106361768296
-16.186382458505,-49.314750107608
-12.417263798997,-36.823805330034
-29.28828008242,-85.049568674497
-42.709352440025,-126.28818042723
-14.399363921978,-42.075259824456
-17.257165776229,-50.026481187913
-8.6416450531381,-27.143229735581
-14.690861366213,-42.640629953225
-18.948207052713,-56.500156819415
-18.327141315217,-53.916316944046
-33.218107003138,-96.818899056216
-9.0176854008698,-27.180592933024
-15.877258972252,-46.849210463741
-20.549262446494,-61.341000794613
-17.241847102097,-51.765545381228
-8.2582162015582,-25.720404818341
-18.841230264931,-56.353435497263
-22.303771789735,-65.605548190551
-14.273343615888,-42.987942444898
-19.47806643584,-58.147776429116
-31.51539329724,-93.32358306564
-13.674254530201,-41.905368608504
-20.691247952586,-61.354493185741
-22.219266063706,-66.001157625349
-48.399920015255,-146.63827912165
-48.35886491401,-144.96814474063
-0.3238092470813,-2.161363719972
-16.039892250486,-46.619712179118
-26.962289739788,-78.552329546219
-11.090164147804,-32.768266402207
-10.770194467744,-31.245601078333
-21.721138593267,-65.726076137752
-23.650699679293,-70.348804357687
-34.654277547252,-102.71649124556
-18.346696008338,-54.800091875917
-13.069405165668,-39.140367505522
-23.211292876518,-67.466230718316
-17.020644295443,-49.592556582963
-13.893911527026,-41.543680470202
-11.68193321447,-34.56946862255
-30.173469129058,-89.848708689656
-23.475282979607,-68.262288864942
-20.301031268038,-59.605176437303
-24.916497617407,-73.165758219345
-13.639695122685,-39.531472597537
-14.370535926245,-44.200085494215
-30.674909089791,-91.198443350354
-21.570692085559,-64.100114442106
-20.326964039934,-59.464030209684
-27.144143728044,-81.367944824757
-51.516724087668,-153.43687924942
-18.168830570462,-52.907950115797
-18.957187808374,-56.847110700804
-33.79074925205,-100.88397743355
-24.361473377532,-70.539680361154
-37.968898343883,-111.49075773776
-16.883739349828,-49.789784077106
-9.8494989316787,-30.213708571977
-15.87538430415,-47.056306734427
-27.935880164728,-80.898831973459
-23.612995580737,-68.297740763833
-8.0126696448102,-24.924861035153
-27.075038554711,-79.925747695191
-20.0774931088,-59.855528646651
-25.177618660551,-71.847526771554
-12.189830441857,-37.880468344034
-18.286107606585,-54.565874380542
-43.977152774516,-127.88725422402
-11.633088119211,-35.3562252496
-15.506971092155,-46.260676847626
-17.314222955241,-51.062774413211
-9.9188711820859,-29.942256303628
-40.25925897926,-120.3615650353
-37.735741906179,-111.25100517445
-13.676005592372,-40.738519635111
-13.474358002581,-41.676713507925
-16.780812232385,-49.153839063775
-47.598099240473,-143.10210094362
-23.695528106645,-69.750579569817
-21.162702592415,-62.419239607319
-27.730059483112,-82.070164410959
-45.454393919441,-136.37642951574
-15.983374135484,-47.650862778613
-10.089718010457,-29.87148362363
-24.83518260101,-72.968602077923
-12.020193086873,-34.747750079131
-11.195434872451,-34.336345479943
-13.912022214315,-40.695362470115
-22.005245837412,-64.978199226012
-20.946321460498,-60.309419538489
-28.713312684709,-84.194400323045
-22.932112821969,-67.037765335915
-14.618911605565,-44.681213485418
-13.633369428402,-41.448363965458
-28.107768408871,-81.7841036611
-37.215955488858,-109.65377278999
-23.418905586178,-69.303433849739
-25.629462276802,-76.70026448689
-23.543067794118,-69.951313987891
-30.231501533304,-88.438270822627
-22.214281074919,-66.507248392706
-26.237990774063,-75.957397837229
-17.505579455028,-52.159910416509
-9.6470342951343,-30.012264914133
-28.262375416689,-85.861487296746
-19.32925653833,-56.516167735781
-15.357805240258,-45.89771200028
-43.794613087674,-131.71224570422
-21.092624766022,-62.00578532304
-31.293329758822,-90.35310322931
-14.362403696529,-43.276148397095
-12.659503988927,-36.284349990294
-29.727052257291,-88.733221299311
-12.206757326572,-36.457936402427
-42.707221499234,-127.48220589393
-14.630548506968,-43.837151045595
-40.96970893164,-124.03144985189
-44.039905710127,-134.02984575331
-11.185180970619,-31.606667762498
-36.63898898711,-109.16482721357
-16.094881915436,-48.269384496621
-11.71601407497,-34.625853187221
-10.166038105076,-31.312206397028
-32.126938352099,-95.077474910975
-20.886803799761,-61.543907310371
-15.55403704993,-45.63355776872
-38.124608719044,-114.34966280169
-44.381345377982,-133.50160226054
-12.287005266846,-36.795811970111
-32.913681671952,-97.50991114667
-25.735923175712,-76.463878317602
-39.831351581825,-118.34962203738
-38.626097220077,-115.32557685283
-11.949667165232,-35.260523590869
-43.725626664567,-132.70471107203
-16.847132503458,-50.257571460307
-22.857093126491,-67.772854323379
-39.888074040611,-120.41532879258
-16.648256813416,-49.65525951655
-22.207552961093,-65.300122859236
-43.221591884443,-126.94361001694
-7.1854592792619,-22.128858984436
-10.731697493828,-31.894991710107
-16.562393641567,-49.001454455189
-18.286260390463,-54.103248879141
-13.729434107523,-39.994761198913
-18.704775176996,-56.057336041555
-38.831704149874,-115.68933305143
-20.703821464704,-61.012551327229
-18.117878962792,-54.070785071075
-21.378662194537,-61.617886901817
-17.741878774475,-53.341311701256
-21.310079186526,-62.316455925891
-23.996870199362,-70.332110654032
-25.612692237374,-74.723571611704
-38.634423870274,-112.67005372855
-21.598073579372,-64.024568844627
-39.133172749485,-116.11728600365
-37.171575729916,-108.32867612495
-14.992321037982,-44.759999905466
-18.677819093614,-54.555794037538
-20.572546275367,-61.668396519557
-22.323148971079,-66.947758535042
-17.568411398349,-52.572012029036
-18.210697227124,-52.472669334864
-26.632296712592,-78.355830083073
-15.879798024763,-47.122593111433
-8.6923091855821,-27.730689275047
-33.944520988282,-100.98836494732
-13.513357595813,-40.983247777568
-23.667658705278,-70.681827135298
-21.611391361311,-63.297756640181
-9.869348971031,-28.46130638339
-16.001479438052,-46.676833792253
-22.386292754401,-65.864627958242
-24.712742380227,-73.257083369306
-31.204813253309,-92.755740144192
-22.756592513914,-68.445158300684
-12.801352227285,-39.802111877008
-14.35266968583,-43.736319782458
-15.498306858547,-44.784901735595
-14.151634074786,-42.942421267094
-19.377872091576,-55.352432873059
-14.045597313673,-43.799674896798
-20.830709325125,-61.12970983532
-32.341931089483,-96.15059603806
-36.288486517052,-105.51439829097
-17.047076167666,-50.794356360874
-28.404890693229,-84.757376154941
-12.163509436651,-36.295515649747
-24.351391086226,-71.460834264526
-35.687629821377,-106.8992119187
-28.140551289662,-82.312952064369
-12.042885724179,-36.372313907306
-19.999320591846,-57.716003384437
-17.092393272848,-49.639335356096
-36.898943546407,-107.9981672448
-26.88769201076,-80.608897644368
-12.502026706256,-38.569732392449
-0.043763675682242,0.98831400893867
-46.88763543006,-139.40173823056
-14.610899294548,-44.707081219808
-28.377919690924,-84.152097911469
-23.998564361834,-70.484480223633
-8.6007977389211,-18.462476920435
-47.603841146261,-141.77063427658
-10.165014284405,-29.744304329823
-11.599858714224,-34.782652970311
-23.822298122434,-69.044659520423
-16.720363516751,-50.409807530715
-15.420800268115,-45.604345674047
-24.906648036823,-73.679082751724
-30.964721096722,-91.718264550949
-17.62426520175,-53.220595896109
-17.101170823426,-49.881498574336
-30.646141138287,-90.506689295677
-31.620804119109,-93.414091046138
-36.649318409868,-109.01647581814
-16.281600601647,-48.747034730545
-27.068746127151,-78.792717152846
-21.516211303906,-62.997663211174
-16.716381679556,-47.698420328256
-15.903344911021,-46.140106840959
-46.93652941183,-141.12525357931
-23.316747014132,-68.846810511471
-42.87736055515,-127.31894118229
-15.830119551682,-48.312741904637
-29.376145166809,-86.916447210885
-29.110774625317,-86.106467809455
-13.299862312829,-39.516634391295
-20.626259450486,-62.403760635107
-30.471894850481,-89.630243057118
-12.819688765089,-33.315137415803
-16.672747125684,-51.027217040606
-18.148370521499,-52.502893479207
-5.8790811211626,-18.784244577674
-33.923055955216,-100.76462786233
-17.672429579873,-53.192433943313
-19.688180483104,-57.889979175675
-28.785599192321,-85.060334276883
-14.262932917599,-42.638259194815
-5.9679342747799,-16.992799478771
-39.537932413154,-116.20714764811
-31.244864470906,-92.148512469335
-27.961176783191,-83.752238066671
-27.295917696555,-80.999686524979
-38.354178677312,-114.23136406163
-27.22951936055,-78.670358254397
-23.720363580387,-67.442225420236
-34.815337320698,-101.72975552157
-18.960617863391,-55.222582179764
-12.19386138029,-36.734625961507
-24.126278148926,-71.913069663524
-14.561430507625,-41.983221162318
-21.07467830073,-64.25428628825
-26.379127589835,-77.69975718633
-11.597573134028,-33.664869080014
-15.877968799055,-46.187874403635
-18.450232512867,-55.390176816486
-26.544302096922,-77.672803270864
-8.015852765848,-24.11939344158
-22.118131096262,-66.139775030701
-10.628517817979,-29.66058999017
-17.444522743779,-51.204252915627
-4.0581630833624,-12.185698766324
-8.0630483057219,-22.950149233935
-18.551957347524,-53.525273216285
-50.830365835412,-152.86468588026
-42.534215284598,-128.50203847709
-19.111560587767,-56.763817638754
-21.665537972039,-64.731988085752
-36.399207712039,-106.00228156271
-14.976448786079,-45.69850015732
-22.371386848387,-64.740323882036
-15.451691437779,-46.651373047854
-43.629989191242,-131.87141628616
-10.532738026064,-31.260036323138
-35.104820849676,-105.43537589557
-26.970873012337,-79.232390766825
-18.347104029995,-55.657632761687
-44.486663360901,-131.43978886264
-11.133408978566,-32.824622716998
-11.523490236744,-35.032139229229
-30.372016358657,-90.479781560421
-20.157956553322,-58.645660438181
-10.634203875439,-31.234544055778
-19.75417492775,-59.445916321679
-39.363930582003,-116.82599364824
-21.866332113644,-64.759219416163
-9.9891904317887,-32.103406965564
-21.074083186305,-61.848832224733
-22.23363147974,-66.102773674509
-16.334693247256,-47.229556263338
-26.188119877371,-76.491536931605
-19.926308561831,-58.867371923619
-14.946043609008,-45.567434867208
-15.65389964522,-47.041006319181
-13.871672947178,-41.500067989507
-41.613347149973,-127.04954303397
-30.379601572767,-88.185600134249
-13.167470319807,-40.678714160414
-31.119105179216,-91.475530324042
-47.486597919183,-142.17657487938
-15.094353323872,-45.094613042398
-18.806605596971,-57.499349061005
-12.558200333339,-38.518900906937
-25.461709151484,-75.064102553125
-22.617392661476,-65.487309444109
-20.077642023303,-57.717207584768
-16.195754573633,-48.586128083601
-41.662390310063,-124.16880713437
-18.913592385103,-56.309439741153
-15.836482225825,-46.839613399337
-18.532070462762,-55.726999040266
-35.755079072723,-105.41013559126
-17.938702417421,-54.381653839554
-25.736189652907,-77.940727084961
-37.369189775239,-110.18016842045
-27.840569199062,-79.99416821072
-13.94223270956,-42.908706365602
-48.663654534064,-147.63446572034
-30.811430617135,-91.064689627588
-22.505014451458,-65.834974789702
-38.548993623262,-113.47742000733
-37.361999748453,-109.56267488872
-24.392949456455,-72.304353366615
-23.102038615783,-68.363174038996
-19.855895639839,-56.988251625046
-12.347493170462,-36.628251060011
-31.776139851494,-92.19313284872
0.79421602220748,2.8608832380704
-18.009840541637,-53.224982818116
-18.933734483301,-56.38959654115
-46.875292783941,-137.73283030574
-14.093274109291,-41.594349475427
-13.135850018614,-38.770876685841
-17.620178017968,-51.767196730954
-20.785845360388,-61.432893386827
-27.060095588876,-79.732788816264
-31.724479536511,-92.745449148733
-41.038991679978,-120.62164460538
-16.582977244343,-50.003114198314
-27.362756570465,-78.277360196858
-10.36133950048,-32.456645032129
-22.002055625801,-65.0240089247
-16.376011824083,-48.00717974952
-24.074745953124,-72.112621854193
-14.394653316527,-43.89694420872
-11.775553462102,-34.630572360068
-10.89441812408,-32.961593743493
-24.089308812751,-71.130612347665
-26.44395066838,-77.207020525403
-41.895126874779,-124.22722209172
-12.027928900655,-36.769879516283
-18.550422179269,-55.066715657863
-17.334319904935,-51.143085241427
-19.386478713459,-56.846535058197
-7.4846822358944,-21.596038058317
-24.021905247054,-70.612946472227
-20.364755285598,-59.491410726308
-15.93798095422,-47.125422646127
-16.006518364207,-49.046461386507
-10.542980281714,-32.566278272973
-31.401691988506,-90.501256586985
-20.287477680389,-59.039943835603
-12.312463961794,-37.094931136727
-13.479820772829,-38.63811754104
-14.480380177338,-44.252065504599
-33.989847784815,-100.49281573238
-47.146545996805,-140.25169804886
-19.075154399362,-56.586390685862
-21.169581117672,-63.115822214613
-18.516826298916,-56.041956916613
-35.316562383285,-104.22401677824
-30.893964196049,-90.769411652918
-29.866174021793,-87.997204094804
-9.0422021722451,-28.415191416012
-15.415937276053,-46.563515693307
-35.101606677817,-104.88136742766
-21.028814153481,-62.485599765991
-15.876264095006,-46.102582056372
-13.927587479888,-43.055218701561
-21.381898507867,-64.07472967537
-14.26558009201,-43.973616472904
-12.296791411305,-38.769411911426
-13.820525065256,-41.567744165693
-25.087769840188,-74.447833270119
-20.363536943603,-62.533503192985
-27.058397784603,-78.925580893821
-25.0444934043,-74.399281954048
-21.446048118822,-61.824862859617
-18.48848686397,-55.394846990972
-35.752944700342,-106.93773001092
-15.427620194582,-44.857290533953
-25.683920899422,-75.181540803638
-16.476941113442,-49.19891500265
-15.423117265828,-46.14224433214
-16.214015418946,-46.677739217612
-28.482966530148,-83.261910080931
-19.516113614617,-56.82018609376
-23.737799987789,-69.404272450063
-12.933656179123,-40.065399833206
-16.903615938427,-49.093887336625
-16.0535978348,-47.742739514199
-17.827521021552,-54.232364262976
-18.825934430173,-55.409381768696
-24.526100253217,-70.472825269559
-33.099124358914,-97.439977218052
-21.249932520394,-64.224079446077
-12.101258497585,-36.754988496056
-23.254044305362,-67.763401228099
-14.625781843097,-43.281797873067
-31.09941007752,-90.554278190849
-17.214112648339,-50.622179452562
-21.581179396135,-63.592661495676
-14.813301165671,-44.03928896626
-21.060994984376,-61.535407863555
-12.871096111465,-39.408093283096
-32.712658428149,-96.111194011345
-18.323344024194,-55.471395980321
-15.55910251922,-45.909984149008
-28.742201966865,-82.844698527821
-24.952635330291,-75.081236321445
-28.882886206094,-82.246550071963
-25.758024055863,-76.375006243637
-19.100464644124,-55.190511585424
-51.283743264488,-152.49676360284
-41.054323835478,-119.22871107084
-12.568670071897,-37.622771628897
-21.56733610427,-63.990311578942
-18.477023070391,-54.903710837067
-18.555897774647,-54.124021018807
-11.151391306245,-34.011171463538
-15.834433714789,-47.654815521458
-36.268056829001,-106.18397821774
-17.113466857124,-50.339078176849
-25.91741659212,-76.353017113948
-43.508527245146,-128.42507305937
-27.163706128083,-80.157920892833
-14.709592500923,-44.359440691849
-18.909806495806,-56.085459922118
-15.958416169144,-48.138823214351
-23.549078179739,-70.268103101476
-12.927254438749,-38.535786535704
-25.206116758032,-73.767333315037
-22.306008678252,-66.576105147411
-14.263049777182,-41.519300081173
-21.071121184135,-64.050332111247
-30.881363777456,-89.287960761522
-43.772178187726,-129.85934057681
-26.099859435696,-75.653897293503
-8.5425568793301,-26.234284032257
-20.338544398424,-59.872849531066
-14.119302478009,-43.05406535733
-32.401395776128,-94.83963308893
-46.728542240931,-139.99063959391
-23.854035406639,-70.094848320467
-17.79266906591,-52.311855049991
-14.647824497202,-43.463654672936
-12.547498088314,-37.57250996443
-16.549608808218,-49.475956558741
-17.011814448279,-50.373674011679
-25.447376212912,-74.505685678514
-29.651207334846,-87.609389435552
-21.786596168032,-62.444321578924
-16.088947312416,-47.911731908331
-27.019991904667,-80.361139007003
-27.78046293955,-81.358946041835
-22.271995966097,-66.847118199246
-9.9015624491952,-29.852250670268
-21.259169868568,-63.599852266887
-18.090456831411,-53.610999889367
-16.703350665786,-49.672024381484
-19.669470061562,-57.667354857712
-39.888990824385,-118.13055583391
-48.931154975473,-144.94805610878
-34.965803893224,-104.11481629982
-37.422505570657,-112.21627216696
-22.130540216386,-64.340851682899
-22.171531471977,-63.6942694878
-14.913217711898,-46.043223443047
-16.386611432454,-48.861088802597
-21.695183077234,-64.20990750678
-17.355977172785,-50.51705145753
-26.997511948973,-78.033802010567
-23.473715792405,-69.685763529648
-15.930152491176,-47.467828123898
-20.746229426804,-60.100447162412
-13.940757379519,-41.91622075066
-29.832062704994,-87.13150619972
-26.28158650939,-76.30924346181
-17.782697174419,-52.032062465521
-36.590534162443,-105.92955951203
-25.989512975258,-75.706724345823
-12.084806346791,-37.995448216356
-26.150659929758,-75.523485214299
-16.105993586435,-47.690561314816
-13.470636734413,-42.185709974108
-19.901823647212,-57.158753995533
-26.02400290263,-77.143857238432
-16.616922859434,-48.232042163511
-37.567678956929,-110.6625845508
-19.74457599728,-58.362435496577
-29.589022312497,-88.17912230558
-18.876566940618,-56.721330156621
-21.384714934762,-63.946099168488
-23.096503473458,-66.068846352618
-15.511260051741,-45.241018636957
-38.076790624578,-112.74200668848
-13.636305295085,-41.96926165174
-20.181749526509,-59.304345949033
-18.006946106119,-56.172119306468
-28.521513124463,-82.60499681987
-3.6545916223871,-11.614987705332
-12.485961411567,-38.011902193871
-39.779278194778,-118.63583831426
-33.773651106127,-99.183275783695
-26.530382578606,-76.792214190798
-44.798534468021,-135.48807430095
-16.727410901568,-49.520019245811
-23.414071286322,-68.959565852298
-9.6389803982365,-31.396064328923
-25.881376034951,-76.529298488943
-31.140857161764,-92.121786654144
-11.972133559027,-36.007273344345
-42.923990132069,-127.58122651205
-29.388889295465,-86.35820422076
-13.746766758881,-41.703851940279
-20.048162358502,-58.311627327842
-32.018565733654,-94.580739774884
-20.062319626434,-56.949584299051
-21.265581788416,-62.839633991479
-14.764898491104,-44.593512284068
-12.639097722093,-38.686709870678
-17.785556928625,-53.419664924706
-38.106525722862,-111.10545346429
-17.470610988191,-51.326156649796
-31.392548610811,-92.917781394855
-37.055189990008,-108.98395083104
-42.859837992476,-127.07267387454
-18.487387243395,-53.936501503452
-18.220325606942,-51.547004043895
-51.440424166702,-152.65915525854
-25.951830347867,-78.101145115624
-20.428496261217,-59.127713764601
-15.19919559261,-45.997960995319
-17.693960602089,-53.100692718041
-14.841052526861,-43.432578665145
-21.425204992073,-62.303661955295
-15.357528324793,-45.272257595667
-19.908119474783,-58.570340474154
-43.534530968687,-130.31055141554
-14.293858559199,-43.419863181268
-5.4584458252572,-16.043887839882
-17.980206492113,-49.337550658891
-17.183773833878,-51.443219973094
-16.100721497688,-47.940972077295
-46.254215190364,-136.32882463264
-40.44280896146,-117.82448534403
-14.677622976179,-42.358777586086
-16.636361108461,-50.60222668166
-46.829101986375,-141.13906224944
-23.598976500417,-69.885151393993
-11.849486439343,-34.482499984295
-33.37600352483,-97.567914759411
-18.09026694844,-53.529160092996
-11.736398692103,-35.061424452495
-26.014842891431,-76.426464027643
-22.382955787114,-65.977692678802
-17.274904812866,-51.170249754996
-24.863155595742,-73.818590457534
-21.629495768011,-63.86503924483
-27.928241519143,-82.495272112087
-29.018251232109,-85.92703299518
-36.231346111312,-106.80049029195
-16.580871397273,-49.118746784558
-15.186523162682,-45.346397713236
-39.524722132925,-117.12989571331
-17.53881932192,-48.504248544359
-35.034279995832,-104.56310430484
-30.975664079507,-92.30508457419
-12.960836071506,-41.524315141889
-15.818282584038,-45.762038142477
-12.108784226663,-38.236512438476
-18.231162840319,-53.683945800504
-20.271059336328,-59.539520450653
-14.840993220039,-44.090919862521
-9.8800877991276,-29.254201196698
-44.631684359775,-132.97879860248
-9.54211191126,-28.988952047634
-29.311818396219,-85.645056837325
-35.557044883732,-105.09278421885
-10.197189045081,-30.049958178159
-27.071306445255,-78.714742747647
-17.048125288312,-49.91856952423
-17.934006072726,-53.409486155262
-16.392866416387,-47.904111212852
-12.8816630769,-39.395778030515
-34.905238184886,-102.82090718416
-16.958247493025,-48.98474310243
-24.893788944463,-71.779288549388
-6.4557456534549,-19.763607117167
-5.1299085522744,-13.834418222064
-23.744206295958,-70.40380563918
-13.798668952741,-41.480459871745
-21.040733441582,-62.086222914183
-18.129045133328,-53.444750932071
-10.107699531209,-31.197800151755
-24.638912278465,-73.20054172886
-16.163146465993,-47.271930406909
-15.36580723169,-45.462939298431
-37.262025978853,-108.72521790599
-17.350967196096,-50.631942087249
-14.975790483808,-44.956945900488
-16.923515944121,-49.239918351975
-18.433175803631,-54.092314817359
-39.329341967948,-115.83843925509
-31.109495731527,-91.589248988718
-13.161921457702,-38.676382246734
-28.438315120204,-85.095640082135
-17.627099570909,-50.231083082633
-13.04462237544,-38.802228785918
-26.302039485231,-78.155715644735
-35.97581908287,-108.36417123526
-13.928558174734,-41.051245372404
-18.997648227869,-57.981132101521
-40.232565126214,-118.68431942961
-38.686507121101,-113.80484716992
-14.67796779411,-44.063398624201
-25.764304225486,-73.972468831424
-11.046858645444,-34.108165679978
-10.828716483106,-31.449636683577
-18.936850759345,-56.052451232493
-27.52491772679,-81.477310023187
-24.896725233227,-71.984234758645
-15.542953927839,-46.509577062742
-14.216569207554,-42.773358464083
-22.872450289331,-67.935433403694
-14.844699744882,-44.144820167151
-12.142131714587,-37.393411972344
-17.205892662705,-52.122993401862
-17.226557581909,-51.008892858603
-33.828896953785,-98.854687933756
-19.100515173047,-58.074492948419
-23.533354753773,-68.457734162537
-21.092243880949,-61.64893932926
-29.083045756368,-84.922586842047
-10.198163866525,-31.374179084983
-32.484793903558,-96.057186948183
-16.290982570717,-48.228493694534
-18.740441054053,-54.812516483608
-18.889750493513,-55.448003077529
-15.183836757437,-45.890845145007
-28.439005731531,-85.027178792137
-17.024486089479,-50.55173678547
-25.008829756441,-71.921288899544
-16.490368361094,-49.479493801331
-20.807988900973,-58.388426024782
-32.849515694447,-95.115714019394
-25.24379156573,-74.347393146371
-44.567050038895,-133.6863503545
-17.08855672158,-51.305339045864
-12.238450712999,-35.537170385421
-15.911686752714,-47.065063086738
-11.626466880697,-34.527757619037
-10.472899679027,-31.962246054084
-14.262733052362,-43.260853693223
-14.049659809176,-43.29925580305
-14.158817516369,-42.970003049964
-17.720034485114,-52.541191254672
-3.8557823018957,-13.155483482401
-27.268633992813,-78.981699308875
-16.805944259648,-50.242063815505
-18.539060172714,-55.901255051867
-17.71734802148,-55.011082875699
-21.222202580792,-62.002074462548
-13.260789057937,-41.07170813804
-29.922754138675,-86.980970898815
-17.462460651048,-50.648287432111
-17.391110794836,-51.818764447322
-24.8771205424,-73.472287021649
-28.246920017726,-81.516710294561
-41.706037063992,-123.35999456832
-21.961313840532,-64.521712428253
-17.301609955422,-50.713655679686
-14.59968995017,-43.163299889211
-14.076831476147,-42.785710305557
-20.821848162549,-61.949042811089
-17.790063044726,-50.142513107563
-10.737891466429,-33.212266351632
-18.801657972515,-54.834069032932
-32.759313009749,-96.445412150048
-16.058689683483,-46.871658382602
-23.607111047249,-70.334942234743
-32.599850818182,-96.877920281498
-34.534977837522,-102.25394674298
-16.30321422072,-47.68745189169
-20.696810577092,-61.945745397469
-21.512539493914,-63.79574690088
-16.434971469652,-47.445504399551
-37.937561405117,-113.90102399766
-27.695970309658,-82.076391170447
-9.2985290477911,-28.138959561301
-38.405483983464,-115.15479818051
-17.301658349973,-49.870401579745
-23.0679850645,-67.929601075151
-23.08428169111,-68.370668880122
-14.316378670444,-42.886917917941
-16.251451918646,-47.209164383687
-16.331413255354,-48.350051068276
-12.316914892103,-37.469161331579
-35.927814099106,-106.4606359786
-14.939784671717,-44.377465540008
-23.057273853208,-68.633772030696
-22.004288277079,-64.634521521901
-21.697969459423,-64.555750608793
-22.588546082333,-66.096936475009
-11.236237680639,-35.191633657165
-11.634112774666,-35.527380700629
-15.386461766204,-46.419723133718
-14.812700181086,-43.729945673663
-34.752430001454,-102.06036814676
-19.91942617036,-59.157789849423
-8.9769426448765,-26.786015420589
-15.175902378466,-44.647106555261
-18.009520797696,-53.12327024987
-15.079256651823,-44.138493581834
-19.363446712257,-58.135184665037
-12.874776700626,-38.039136538625
-32.814848852199,-95.778273369704
-30.456362320576,-89.232012906706
-23.042726974361,-67.707116079416
