results:T_avg,results:q_left
-12.716463484821,-37.885108601042
-17.773745928981,-50.73493195214
-26.581111095245,-77.545727487494
-8.3510911887741,-26.078691797022
-14.440991882656,-43.369863360369
-36.523348000813,-108.32464976615
-34.391428813266,-102.46956074028
-10.967557770918,-31.933744937755
-34.751450410032,-100.99716060621
-18.481630515641,-54.339111481067
-42.392226451196,-128.24251866762
-14.732272003861,-42.919588239854
-12.413632789553,-36.710335441791
-13.208968274502,-39.615968419972
-11.574562447772,-34.403725436074
-29.147766128359,-85.549410465719
-36.422170798261,-108.60073828937
-36.334014159217,-107.01491348981
-12.053391844763,-36.95019242951
-19.21279070113,-57.129330778592
-25.796247707027,-76.514139630292
-16.41974302372,-48.783809147094
-27.194622127104,-80.807895724222
-13.189341659051,-39.231302168887
-15.583929667449,-46.646985175705
-15.798421161744,-46.1985224539
-30.39125980654,-90.128256595308
-16.288253263978,-49.864263600413
-11.714884184012,-35.138225011492
-39.389748868199,-115.84295432694
-18.34807636664,-54.939212216384
-22.528640265818,-65.292536148806
-17.01840759043,-50.107592002404
-19.477844100887,-56.631730928533
-26.14422064863,-77.866382509117
-35.096770678401,-103.92861380434
-20.082527638085,-59.151559402602
-16.57944724648,-49.90014843017
-18.560181034757,-54.352136284444
-35.407812666351,-106.20832563181
-21.718406483806,-64.089408972658
-6.0984254983362,-18.162053206258
-9.7972916184607,-27.483021532274
-38.584058892202,-114.2710129459
-14.028771173003,-41.951520503723
-12.549648576408,-38.123030361191
-12.87529938137,-37.676270174585
-24.065974531218,-70.063860877998
-5.9175965428443,-18.166288746613
-7.9736917149272,-23.185139713695
-42.094166988753,-125.56723000109
-30.71395050407,-89.420029591923
-20.466694697088,-61.359457774355
-13.134588795924,-38.531654088396
-24.663623980932,-73.31425769781
-21.413796457388,-62.908480218927
-14.982134201573,-45.532516624509
-14.4273801074,-43.833445081831
-22.003586186093,-65.952387799243
-18.182769612163,-54.801217321256
-11.127157188645,-32.423679037378
-27.18275977441,-81.798740600687
-42.760124559373,-125.34429942881
-32.089964712854,-96.343970389896
-15.140594664431,-45.258423849965
-9.8727577661989,-26.890594080522
-17.654392044085,-52.026631715373
-15.727697041236,-47.106161651958
-17.652522885758,-52.499535699678
-26.12636121277,-77.759662250929
-8.070096780032,-24.769075076357
-24.121682934641,-70.170284124191
-39.63817595624,-118.20130618861
-15.141424628154,-46.172834140897
-32.787572393436,-96.125994498703
-34.947677204005,-103.52162878363
-13.216682619904,-39.592184651333
-11.377574345827,-34.2711602644
-23.145873974331,-67.938866113687
-11.868783945731,-36.457232739554
-33.344251468516,-97.196321103251
-21.671981819379,-64.226653934942
-22.904868350104,-68.172063652358
-13.064750312238,-37.342805688912
-10.849057795264,-31.427281004586
-22.06454672121,-64.458150765042
-25.192982287737,-73.828628373033
-13.035501454344,-38.031793553583
-20.503787267729,-60.298458092814
-17.901959591338,-54.070975702877
-18.943816389859,-55.284509170441
-5.6942755165548,-17.662564740217
-11.558974152459,-35.298149110644
-40.847639805062,-120.89186397819
-32.575797122675,-93.107971702034
-23.765075821964,-69.57658694961
-35.617623611383,-106.06668308343
-33.326358948142,-99.645691517241
-15.377857642704,-45.665624399628
-31.638844824385,-91.237874177575
-13.521854154568,-39.057113657531
-14.807260853273,-43.744634640116
-18.892035446653,-56.092465454026
-18.533588272052,-55.507730686013
-26.099660979105,-77.423943331516
-14.556992764377,-43.17867626648
-20.395291405417,-60.08967020037
-19.62304262954,-59.279247533586
-23.903661013116,-70.890127333218
-11.795974033237,-34.420083772966
-7.3370785300618,-21.409698746575
-37.503193855111,-110.4682312135
-19.402427608735,-56.51539531797
-15.050328233212,-44.616792677749
-36.11314519786,-105.81440885287
-24.135582442493,-71.096154041678
-41.906316968827,-122.09188432524
-13.301248955967,-40.957544470863
-19.48697369985,-58.287201153126
-12.635011870607,-37.68982073036
-12.666221722674,-38.950501209497
-37.844062899233,-114.03534128666
-15.692110777648,-47.038608715489
-14.880456133346,-44.340922999543
-39.971657972059,-117.64301740836
-21.487825959478,-62.672008720192
-22.171082954876,-65.291062019524
-27.093192268804,-78.4117070416
-23.785477745034,-69.145722100886
-19.358598971387,-57.425371767412
-31.269889575913,-91.330958570279
-30.51306254982,-90.825150310806
-7.7953352972281,-22.085638257669
-28.443267575617,-84.292287809851
-15.299836506021,-46.176004904084
-31.382645004214,-94.309756653951
-36.59374148429,-108.66737367456
-33.319898189465,-98.308826003072
-21.094238118482,-61.191754712889
-34.971396167228,-103.39159698476
-14.018886627649,-42.805645209321
-15.211017497948,-44.57395549809
-36.851195748621,-108.00083596705
-20.575011615431,-61.268477863658
-21.464914644201,-62.304469872945
-18.053683018849,-52.680263179486
-34.207096635312,-100.3076016689
-22.334097605277,-66.658050371492
-16.99261689153,-51.627943030802
-17.604003588592,-51.798782304455
-21.317905750413,-62.838995413564
-22.580639009239,-67.663050991058
-15.986230485456,-47.716204284674
-38.842166022523,-114.829318206
-23.26550992357,-68.24497144261
-27.931602945408,-81.00367187871
-20.192922333691,-60.100270552388
-38.838643889959,-115.42991233135
-19.630900266567,-58.532149201599
-22.548542664798,-67.065612422867
-20.442290227364,-60.735310579353
-34.013687014296,-99.539239380864
-27.298708952085,-81.005479178629
-45.363693860161,-139.26000069258
-11.831617958273,-35.597655821437
-17.22976618562,-52.19149262296
-37.834738340563,-112.57430433912
-33.508529683989,-98.904481114317
-23.049042682534,-68.745544249146
-13.43408101497,-39.264712274151
-31.255648202783,-90.334920544182
-13.614252308854,-40.030587935482
-12.795997577481,-41.158573427248
-31.100619160086,-91.2050009975
-30.791047836702,-91.086448921291
-25.079917711259,-73.848983171334
-30.345653175806,-88.880037854474
-23.304530999903,-67.150696523057
-18.23680219068,-53.203466960434
-22.407406735522,-65.97339908172
-20.15264211905,-58.062149999619
-20.205592558248,-60.156724114714
-27.965537552142,-81.95468308098
-10.933220611764,-32.833015597385
-42.882477699438,-125.53894874838
-12.221997453963,-38.174553802723
-21.789756756931,-63.855467026646
-26.017510846912,-75.459933625902
-14.652615153432,-43.567655013001
-28.824016211743,-84.742805660341
-13.838066345438,-42.764130431631
-46.660191360281,-139.55323903961
-40.625286973905,-120.90319185822
-14.184388366517,-43.291855329014
-25.975412107572,-78.573036379205
-21.921282964386,-63.829344378508
-18.681782958188,-53.349062473047
-13.689996011594,-39.498106874368
-34.415454850867,-101.67265280726
-14.975160400143,-44.954299424449
-29.40899786273,-86.796073880274
-41.400060352562,-126.66968203408
-14.396132033953,-40.428719178757
-17.668650154424,-51.762855301728
-37.146985800213,-108.29361193078
-14.150573324596,-41.907831523617
-25.53331077634,-75.919675336136
-15.402070808031,-45.851128578908
-25.563739233309,-73.673753551183
-16.909885039952,-51.517230107051
-25.191354082642,-73.748517194579
-41.673117204508,-123.51764099463
-45.297454259767,-135.33324350701
-26.709272426498,-78.77464574396
-16.393470084549,-49.024080041114
-17.349027186477,-52.724424127659
-26.647047084935,-79.215693565294
-17.415685863821,-50.677978563888
-21.492643293059,-63.840280652121
-26.905865043312,-78.072843353154
-37.235098119151,-110.89591796128
-14.773691494347,-44.615171964634
-6.9128947383937,-22.005552318592
-23.513639558796,-68.843554548435
-20.63160502513,-59.446964978031
-17.271193843326,-51.776422374242
-29.107919307373,-85.169254199985
-39.525105584583,-117.06374771983
-27.679391728322,-80.454924300706
-18.4029802702,-53.847230160163
-24.030569876922,-70.709440718539
-27.519676097829,-80.999492262248
-9.7888274295114,-28.773962458474
-33.732331339034,-99.365705819256
-29.872492250153,-88.355972959222
-17.964159933388,-52.112942067357
-15.25745520406,-44.497284228702
-28.20365794934,-81.587641795773
-20.9352198363,-61.907251104789
-21.472091600833,-63.63434642012
-11.36722096147,-34.502078432212
-32.642443088372,-95.588216127403
-16.475974684743,-49.725345460986
-20.427133165857,-59.866415618059
-12.438451798402,-34.872785662944
-35.598831000933,-106.30708793541
-15.827599778564,-46.204774431615
-25.75183136979,-76.543708582494
-39.608468663408,-117.09814038042
-12.223130168953,-36.665226908719
-14.62514287925,-44.31760784099
-27.194321950667,-81.295091453758
-14.085984037889,-43.355594932271
-16.237697876684,-47.56972762959
-13.515214465365,-40.193146689413
-31.729208674579,-93.779658158393
-29.518233909072,-84.631643155136
-17.869195945879,-52.036902575277
-14.236640419439,-42.40601452711
-37.760702310972,-111.86715059636
-44.039282205264,-131.73941455111
-14.251795202194,-42.155994789452
-40.181056879819,-120.16559051457
-25.842696076864,-75.356908714942
-12.787807386311,-38.008697725838
-15.388124086357,-43.90434114379
-32.084488288493,-93.120076827843
-32.189729582782,-94.316903276884
-19.526625315402,-59.556162362808
-14.055711498957,-41.531907566284
-14.728620421272,-44.433275109558
-12.85600193795,-39.732719742638
-32.536271240806,-95.846613353753
-22.781517098834,-67.496675472728
-30.658732242916,-89.421333661782
-31.753856243257,-92.746342371651
-22.326377652806,-64.634528072952
-13.844848422971,-41.93722062734
-16.973059059792,-49.449244894551
-25.866254014496,-76.234259430053
-39.321960060316,-115.81102445471
-11.977501862429,-36.076528448896
-31.672649912954,-94.043729128564
-12.986341108912,-39.283850063769
-26.011238478553,-74.623393309178
-19.498168140644,-59.229394995714
-13.282717396352,-41.317698808337
-18.426262088082,-55.31650448099
-16.089854185784,-47.874636235814
-14.533232221109,-42.96168390383
-30.666709424931,-88.306118024799
-13.632323200221,-41.602217693568
-11.164399170308,-32.780211941199
-19.249113898558,-57.057303195228
-37.925408504854,-111.13242398233
-2.6103873923525,-8.4720707853738
-3.9034649434263,-12.084823009576
-43.272113815879,-128.77351968468
-22.86475591558,-67.392827070892
-18.402344378026,-53.596087868906
-25.783002895218,-76.349619161804
-14.155832079022,-42.104179411453
-43.925387462542,-130.42010047569
-17.343840534292,-52.820631806232
-13.583347968162,-40.002350122958
-13.436256141689,-40.745710192663
-38.525064199495,-115.94824594575
-24.67439936319,-71.07247160832
-21.615491612953,-63.41900037138
-43.36759480691,-126.69301491391
-17.813112673802,-51.973671440009
-27.914799235512,-81.404343451826
-23.35278513021,-68.010688030284
-14.389656844727,-42.67157892356
-15.599270990442,-46.433550531368
-29.193383919193,-84.857627598588
-11.628189101697,-36.978879727962
-19.258485993458,-57.175193056501
-8.8860908144139,-26.283345327421
-37.478292023273,-110.27909020001
-17.62321222487,-50.742577227539
-17.59291604064,-51.595075006735
-12.285016601729,-37.430241012268
-21.819304780148,-63.202643870202
-19.50839921274,-56.31899197138
-22.040291116994,-66.414445541445
-33.407143463553,-96.157252501417
-12.33707169246,-36.872650175909
-19.224859693379,-56.79623774941
-18.090983991876,-54.404900316476
-41.580888891718,-123.01250687049
-23.631730951812,-70.503864878092
-16.053375907266,-47.879320442278
-52.24934901966,-156.94503623411
-46.302378886182,-139.08341121222
-31.715057330589,-91.770297124179
-37.490182666351,-110.79386764112
-23.916076274371,-66.708915720811
-21.071500422272,-62.900018086594
-18.912534269118,-55.540558069054
-21.777733096026,-63.128020612517
-36.59061485371,-109.03052801275
-34.450049931896,-100.3259847234
-17.383166215776,-49.836706637819
-22.242066658293,-65.856241989653
-13.841348447285,-42.422539870375
-43.333847086887,-130.86537621303
-23.725885344345,-71.192053114597
-29.496711896284,-86.221693080609
-15.996170803609,-46.293007291077
-17.469341389247,-50.543300187007
-17.614070245754,-52.858799861237
-15.129614744049,-46.059149515495
-42.806268400105,-128.99407808656
-26.232399052588,-78.624560706269
-32.150468776361,-95.560720884923
-23.134659407503,-68.925103988929
-25.55657180457,-74.834930174218
-46.55580011561,-138.26266259168
-16.114937915775,-47.428194101092
-14.886181109972,-45.278588888989
-14.818570142658,-43.80006345599
-16.063348957786,-47.943939368121
-22.524374423605,-66.349550618153
-22.665423323168,-65.177665684211
-37.418477457215,-110.23709369814
-16.185630115357,-49.061285825442
-25.092990595638,-73.485307960754
-40.8332987772,-119.73143990066
-25.549130199939,-74.130108019053
-22.73044544992,-66.702364443297
-25.994011989414,-77.717357319501
-28.333926888462,-82.192918391764
-29.321229503447,-86.510315832715
-14.64294408928,-43.08734931665
-19.901209211207,-58.449954334427
-25.970413490703,-77.111567166384
-18.750073150372,-54.689266570481
-32.821911185519,-97.668823225625
-22.669237168696,-68.308448446273
-5.1697511330122,-15.923380720892
-24.991828208542,-71.150855145317
-14.972001909143,-45.271971022944
-28.303351374959,-83.453786068024
-24.382994341513,-71.480144879058
-26.917952332769,-79.023467555621
-20.31678366159,-60.30172204981
-17.756774855888,-54.077304627616
-13.522402463314,-39.661749766393
-22.208709941363,-64.186218552695
-17.779557803328,-52.823566130129
-26.076550481671,-75.909337591144
-41.729169168808,-124.4881263313
-13.712910581356,-41.727004811855
-51.246329750286,-155.52018135638
-18.858629517323,-57.22297398509
-15.943135765579,-47.9640570755
-14.265019570756,-43.116674839827
-23.926122091131,-70.029956505349
-11.874770410595,-35.474732062084
-24.484459066965,-73.003752339846
-12.776994149168,-39.015169486735
-12.902447838583,-37.874611779806
-31.028813518848,-87.802516794652
-34.938722904349,-103.15166192303
-35.725607508926,-105.31859830801
-15.408660013208,-44.606596206512
-12.317995832617,-37.427917725773
-10.565846853534,-32.494750148664
-29.87927278367,-87.530976009214
-28.666503483073,-84.491105198306
-36.673406212233,-108.5521760834
-41.388759242354,-122.70645790579
-37.521941227079,-111.11738216818
-19.577940869145,-58.863863057756
-19.618785818575,-57.87381885652
-11.304111729842,-33.022456545866
-10.715205729718,-31.428955069232
-17.097357597763,-50.777503994949
-25.999633622743,-77.588612886783
-20.471289749612,-61.937261123167
-26.551958450834,-78.785940185219
-28.951410090066,-85.338248482252
-41.914011526715,-124.89274369469
-11.456992187312,-34.568688912081
-18.811878557873,-54.824366475241
-39.003622118732,-117.10307811889
-19.524370823131,-56.911507738458
-16.43678959614,-49.107699669079
-16.756104704532,-50.245599427248
-15.816078321468,-47.444711571434
-15.055946743045,-44.850081994947
-24.879273514836,-74.165988882547
-19.331422904079,-57.316969055812
-21.144305317334,-63.308180332809
-18.961657330429,-56.43487648768
-18.82614032713,-55.601367885695
-26.085929647885,-75.704325253229
-17.86170060895,-52.778816234561
-16.860313604871,-49.732026041494
-11.519529821044,-34.023548365111
-49.318219292239,-148.63438999666
-35.957281533315,-106.82555152535
-34.654761454169,-101.96095344599
-22.808663661551,-67.890302169741
-47.19663068141,-142.7636630537
-18.878713177645,-54.03267493022
-17.530670461189,-52.035641957888
-18.901863879778,-56.093651326534
-24.960861427023,-71.771187979288
-22.757179340272,-67.783145602764
-33.230312896121,-96.461358467952
-12.474258002049,-35.852014336097
-16.745034142888,-50.040382169311
-14.563339283765,-43.623116844221
-21.43174532759,-63.721461159104
-27.779318608852,-83.017172711864
-6.4662011597208,-18.641793292105
-7.1628501613293,-20.805253747189
-16.123114986981,-47.007567808998
-23.918324535666,-70.035329461593
-14.380143033735,-44.487774462924
-11.582738192442,-34.099331937716
-36.886060882312,-109.50850625289
-13.652653027626,-40.346268792862
-19.516689503261,-56.728275570132
-25.641468623904,-74.065240633131
-7.5722100641152,-23.738603457094
-8.7053160029705,-27.602787408375
-17.574314782727,-53.487887436758
-13.841374469825,-43.170703974506
-29.729296558485,-88.454475574035
-21.455015577669,-63.647895679193
-29.473076792885,-86.595391061908
-16.52530393701,-46.953759188736
-17.845809295835,-53.350664163656
-24.043187339603,-71.297696703126
-25.332402207062,-75.060119228563
-26.868481868944,-79.891788926142
-16.962956203714,-49.368781287811
-32.494665462772,-95.690328421188
-37.141609232277,-110.20234168518
-18.279860631052,-53.941728506625
-15.919361062106,-47.646893384154
-16.027835142217,-48.278243097271
-16.745751885923,-50.120929610353
-22.603705689024,-66.846626753471
-13.792345174763,-39.944776024685
-14.237808380207,-43.416289890565
-28.674418897225,-84.857089548195
-13.873232277695,-40.718262561929
-36.238944268698,-107.51514232596
-24.778711995436,-70.911554385955
-51.35811355865,-154.67735116191
-16.81510021342,-47.811584181837
-43.854467961137,-131.52596517494
-19.01929967314,-54.474812610021
-32.939429392618,-97.070035336403
-21.924057224046,-64.615608821926
-15.228457106396,-45.603173894609
-14.364137080363,-42.296832923171
-14.95171657355,-45.3810975803
-39.065098043735,-112.69221346531
-17.800009658952,-52.830676651741
-15.703031614844,-47.651640516459
-20.903823715016,-61.013452993883
-23.504036446576,-70.452161639155
-39.310167285792,-118.62734794062
-43.376861741733,-126.29229819363
-14.751990139811,-43.987637342098
-31.483611695072,-94.117831334898
-7.2217646283797,-22.140729500872
-14.638290028906,-44.12952730273
-18.501116916099,-55.619197568196
-26.219052364613,-77.738006737001
-43.270778723247,-128.45518071361
-14.238782702815,-41.009895479421
-45.495808465639,-136.030258778
-13.262933939344,-40.752580533103
-12.462919570445,-38.135216577629
-16.302819141568,-50.370228147082
-28.117249304847,-81.138431555687
-26.076524836747,-78.723658972385
-12.058742917853,-34.756802769655
-28.972924172807,-85.706651883946
-18.244440144361,-55.021626914677
-13.696834260941,-40.057913828403
-41.882882884663,-124.43751606191
-14.572373491177,-44.889621547972
-15.451894442468,-46.24928210125
-16.920114176977,-50.679143092096
-18.774414960679,-55.089027013382
-22.447825561302,-65.843212680392
-14.307544454552,-41.756421409544
-21.284887536941,-62.482836436347
-13.9662091655,-42.207273936013
-12.587945585122,-37.507157052838
-36.175851276813,-106.77230496424
-13.214597132893,-40.065631337708
-15.775307566141,-46.812603297475
-31.140751610808,-90.16472539323
-13.26028268311,-40.756249429019
-31.967800667878,-95.593373544055
-18.133295324089,-54.776599454643
-15.679685507224,-45.864156993429
-17.149480614686,-50.685405275746
-34.702377599993,-101.94239421457
-39.368512232692,-115.66727877139
-19.200433828496,-57.13367377386
-20.430412527438,-60.444294689125
-20.730865999651,-61.280064229432
-32.674121231426,-94.44154080944
-15.329721744394,-45.979712921826
-18.399428196195,-54.8285648344
-22.646071623459,-66.268515774646
-14.88555276912,-45.118133385654
-36.147433186345,-104.58239614585
-17.553684907755,-51.326202801771
-41.630438557577,-125.59684061332
-31.869149954186,-94.576899505811
-33.500595717251,-98.927648754331
-15.05121029339,-45.809107770463
-30.951765441426,-91.593201582104
-16.130550270481,-47.654948805579
-28.335004807758,-82.051365015505
-9.6972969418564,-29.090203635489
-11.779939240436,-36.864539076822
-22.387178856774,-66.496392483264
-28.346822882977,-82.928799531715
-17.674214698992,-49.282603680915
-17.690154830559,-53.332290018012
-30.47239740527,-90.401046682082
-12.979058902834,-37.796180484692
-19.596679653941,-57.929617717685
-16.620231912167,-49.244949148673
-16.005073423715,-47.541649072905
-8.5906978246293,-27.657679209306
-23.214446916886,-68.369757985694
-14.357791639452,-44.241749237482
-14.611248227661,-42.959186176425
-19.441627207581,-56.674546415287
-8.2302877646083,-24.751333428745
-25.926967334781,-76.096247130056
-27.731217880292,-80.388888241534
-12.817970383919,-39.005890609017
-12.3510111126,-38.295474204116
-28.806532478854,-83.395521555689
-24.572004508475,-72.01236640036
-27.421067655229,-79.878593108726
-12.740658939332,-38.319251839882
-18.308218838028,-55.123186514362
-13.279048997661,-40.259332939791
-14.946988131359,-44.679971408971
-21.368595604474,-63.32925131041
-16.71088760555,-50.085502790852
-12.550337920982,-38.494504671986
-37.666222410192,-109.64636314596
-26.579267680072,-77.885682266752
-29.103146269611,-84.09987222629
-35.857661403403,-102.78223722497
-24.296568730429,-71.301315315372
-25.194920268607,-73.617062189443
-25.403336122353,-75.467311152822
-14.959866700331,-43.997482678122
-38.011446366751,-113.57261307087
-11.92021553115,-36.260575802108
-33.066521745353,-96.623085005301
-14.714223005078,-44.334226873325
-42.074652711074,-124.03948768382
-17.372496266296,-51.320380706573
-18.371365425108,-55.14256313047
-18.67306745243,-55.209426288521
-17.647154059766,-52.871382113587
-20.590478528467,-59.483083854547
-17.94786750779,-54.846933398451
-16.452260102614,-49.089417917225
-17.76097101645,-53.066682598059
-32.494772270601,-93.273265553615
-15.907120295527,-47.464077110158
-17.779134886042,-52.123406039289
-11.11551351272,-33.845024539557
-2.4994886899491,-7.5633653428025
-39.994159153264,-118.8666781101
-16.157516397324,-48.093148199687
-1.0201532785338,-5.6114170662366
-22.776944316827,-65.779847224716
-15.505789886258,-47.954901397759
-27.730472289306,-82.592377380583
-31.693968992186,-92.595782162399
-37.261115600228,-109.78641663658
-13.440836684459,-41.738688746113
-25.127115806484,-73.834708897727
-11.754826938055,-36.47319803174
-26.084453675926,-74.469239655544
-26.761166570105,-78.08444475285
-14.732537869347,-43.823319867304
-18.258850247554,-55.703748908668
-29.768676397164,-87.851491726273
-16.038431269366,-45.812106934244
-15.128299516107,-45.64203247909
-22.283548280162,-66.992089244252
-15.183490583463,-44.216740213442
-15.308033070489,-45.292218536047
-27.667028867796,-79.373155396874
-17.831940284305,-53.219894983963
-17.892004100512,-53.342535097602
-11.444775560223,-34.528564108897
-26.013641572473,-76.858070598677
-14.305127099185,-43.638698649946
-17.071747078923,-50.95433410038
-26.709589153499,-78.140866839758
-24.184331051191,-71.770493135109
-28.267399706565,-83.261880423526
-12.958269896222,-38.320339980041
-11.60424171535,-34.168871500622
-24.599575929809,-72.362508294434
-38.104394905663,-112.75081940421
-15.288817462879,-45.264378991073
-15.423452701893,-46.816678922517
-15.10203619045,-46.074351890927
-46.716088691907,-139.71273563132
-25.595972359225,-75.203321798281
-19.110030684721,-57.445436776605
-30.880391642818,-90.218394574634
-17.850317276794,-54.490582441187
-35.179205779033,-105.13344282446
-17.556114779182,-52.214321881422
-10.631731980524,-30.446351111217
-23.05669845929,-67.188999315295
-15.826720943627,-47.557037683805
-30.862988682785,-88.724864918387
-21.794884505534,-64.877501748092
-19.231671259995,-56.164105572097
-15.151181676332,-46.40144612824
-22.914624234047,-66.903912918109
-16.996002712965,-50.197534443791
-20.188453122247,-59.025878870528
-17.026341924731,-49.487811847178
-15.410311101826,-46.04144104035
-18.93009703736,-55.413438314823
-45.594044316329,-137.86466673689
-28.228119679016,-81.496381633575
-27.847662231523,-81.390660907931
-21.625387018416,-63.932517880373
-14.584277826778,-44.02334147918
-8.9013797625723,-28.033355423882
-17.205535591403,-50.799764754986
-23.901648983996,-69.355115687813
-43.165568041712,-129.32488766619
-20.561530713057,-60.750863399346
-29.764910613852,-85.011075128398
-23.935252484343,-70.306625839097
-22.529556583011,-66.310218949071
-41.225409372371,-120.66518462184
-16.621868324309,-49.805718213682
-20.58065047684,-60.187433285924
-2.1453220430223,-6.292749390671
-31.886673889932,-92.493585108904
-28.151406798099,-83.678310868939
-15.476936668215,-45.520272696424
-15.473943323505,-46.465658011496
-10.410385683894,-30.404662058121
-45.978383845523,-136.28122429832
-19.823126059518,-58.636351438693
-27.459929430477,-81.576676486796
-38.085782527263,-112.96076443083
-16.755910562673,-48.597001133475
-46.626672041488,-137.3718263455
-20.280195274314,-57.903554219648
-10.720606267692,-33.158823385714
-33.040494622011,-96.980549960115
-17.70086719101,-52.969115199235
-15.47069298115,-45.513832208612
-14.997955637674,-45.527291586237
-16.425380004359,-48.404250256614
-23.640488808263,-69.733451486587
-16.466885762204,-49.014567412659
-12.894920136686,-38.93402230992
-13.201883643201,-38.762926376092
-17.611331622409,-52.526499101838
-16.831769503178,-50.547293559994
-15.858248757255,-46.491330919914
-9.5145852096081,-27.938243679015
-12.583110250742,-36.766459834562
-15.992077729766,-46.816336061453
-12.851295158683,-39.792504614916
-17.172460030183,-50.890448798661
-16.953425703795,-49.841785085687
-20.888104069954,-59.874204711236
-36.470108777009,-105.22056380532
-14.562855634259,-44.763520644249
-24.162528265126,-71.287055244548
-15.848299706844,-46.814251713502
-16.190950000189,-48.006049721794
-25.413465978234,-73.944801869809
-32.567943998098,-96.658009301559
-31.341043258471,-92.398638344485
-13.936536534186,-42.314516160421
-19.891709349951,-59.949020871934
-15.504975130994,-46.038765087683
-4.688466762248,-14.285822685612
-32.744010523805,-97.882502306773
-14.653051158523,-43.175652702578
-19.030123101304,-57.755735526155
-36.540654013102,-106.24135634788
-26.319767438595,-76.299563409182
-14.154476747109,-41.795626926864
-34.708235793447,-103.15434021595
-27.76529818403,-81.956398910636
-21.604204822924,-64.160427818961
-30.711333579108,-91.183182779199
-36.250576376446,-107.89608552561
-18.19023288866,-52.976799259945
-15.99269508037,-48.472141985607
-18.969381447813,-56.571609252499
-22.82315807282,-67.819858283146
-19.263350248857,-57.465069604708
-23.960385581505,-69.742673501766
-41.878082957657,-123.22379827948
-15.070662048147,-44.720050173997
-35.819598619545,-103.94484478318
-18.181412485801,-53.55278049608
-13.368317144036,-40.166676535813
-16.012123684941,-47.916098043775
-17.660308348651,-51.794555281493
-14.336517729421,-42.3587224588
-25.425409108637,-72.778791895509
-34.157380520973,-99.026350904441
-33.406937904741,-99.340845397263
-28.027062990391,-82.235796953583
-22.988113844349,-68.811370573369
-32.258552379005,-93.841710522769
-32.720269611668,-97.397661366038
-13.964742024563,-41.641145912491
-11.605127267792,-33.793070481588
