D,T_0,q,q_0,results:T_avg:value,results:converged,results:q_left:value
1.5042106042197,361.54999109893,60.554634476737,-90.078974523092,342.67146507725,True,-27.373698744657
0.84430489653584,366.07617745363,104.66346721031,-103.3884808899,340.27870142869,True,-19.096354462168
1.7051737623385,321.38355228329,116.79004874555,-97.575391705872,314.96885104361,True,6.4191207374965
1.6118065970238,345.97294755676,56.526348346958,-80.535561938383,331.20345958789,True,-20.222923675445
1.506292695114,295.09846812103,114.56313563683,-107.28016938965,285.91197163914,True,3.8251897976474
1.2827101228195,355.35996059704,110.4860488301,-109.97317851913,338.33665110962,True,-10.82011236717
1.7230492844247,239.45935663909,81.705964204231,-108.27012472077,227.43505342655,True,-8.8511604970189
1.9103784447829,301.3990656274,20.749257241624,-36.500462491984,295.68554674731,True,-8.2265431175064
0.66734200302786,324.22587764937,97.851243008501,-107.78360366205,296.14099095254,True,-12.788302264522
0.58052936971674,263.94215305243,141.93185313723,-103.41258586375,268.18850636328,True,83.673314625765
1.3327500222609,318.03404071913,75.268820766494,-106.40075640391,297.62292005564,True,-24.402150212199
1.5045237121791,358.48317033026,76.244058031386,-102.56991099383,339.16655336356,True,-25.168042350662
0.74180441782494,309.82610938489,94.090951653783,-103.92727863318,286.97142964309,True,-7.3460130297122
1.8331407046059,337.639520233,132.98674478648,-84.206080413807,337.31557758447,True,19.339131821611
1.1127911947668,346.22869410581,95.537765272257,-48.02301454814,347.85428147142,True,25.212244210768
2.0678611027283,367.91364797635,123.26918072682,-109.57840172007,359.48480033076,True,-0.68489765119648
0.65077242252839,308.59634186315,56.649215344313,-61.757652880212,293.56699803394,True,-3.7605888809068
0.98574778385492,357.42898408123,141.62619939435,-82.632418760935,355.76984509676,True,34.076210276296
1.4092212296651,256.44303942744,98.712387974961,-103.78178866651,247.0194148091,True,3.0225119971765
0.65505488884142,257.70746218388,125.84811118221,-109.06599506683,253.02391562473,True,52.177452521222
1.3650082803668,324.77610610539,112.43783513735,-102.47532069567,313.90506482846,True,1.3860398564332
2.1958659147685,353.26466168416,98.845828716654,-102.27616589999,343.84572435773,True,-6.5198912465775
1.3829637573061,273.00337558144,101.72070250671,-9.5269470590893,294.1274539597,True,63.269126059192
1.4938483213239,286.40027129397,64.147246616969,-107.83288586823,267.08441708327,True,-25.239049605335
2.4650419029284,254.86284840086,95.255603491743,-92.73548928371,249.96965641516,True,1.7219216035761
2.4534452925595,238.04582653927,63.115107934652,-94.336642744627,228.91076902208,True,-10.226084832931
1.2452177072547,278.74806825315,109.24749154917,-92.478449908521,273.51719941919,True,15.805986491319
0.53439758888414,311.90538776938,110.35243986933,-79.692568770303,305.85897066174,True,46.342605779982
1.9541201971444,349.66785464313,110.78340526636,-100.84750436748,341.35829987904,True,-1.0939907443421
1.1751987791766,328.35485670942,62.860539047754,-97.318398123592,304.9827890729,True,-31.409944861784
1.1332013645358,264.34767036177,68.450576718758,-94.412139283642,249.00526229382,True,-10.579580558063
0.54444616906379,221.59663540867,110.46756072774,-98.249882124836,227.09504838275,True,82.105934086262
1.4284740541187,239.24889765462,93.262024655913,-102.02200711725,230.39378346888,True,3.2876745838541
1.8766300591086,436.1572674182,118.68746914155,-11.365494405379,448.27817134427,True,39.534479164487
1.6362922874283,273.04054898723,94.244257860272,-84.436796846696,268.19837796606,True,7.5688628428045
0.6538000346825,211.23786410374,95.520759958499,-109.18749814762,204.68064744049,True,41.817838588041
1.8233764950827,259.17714249492,106.86585304679,-96.920672497404,254.10524079572,True,7.4956180856275
2.1131198902691,284.60422928767,57.036672296857,-106.81367412257,269.35557765548,True,-22.318733852669
1.8046203128692,333.49589106484,103.89549587414,-106.21656729172,322.42767341834,True,-6.0953167678559
2.0794018079643,326.02587686395,75.928695671182,-73.776203383573,319.88606269344,True,-2.1254882689906
2.341274997965,317.54034299524,113.87984217586,-104.71664115991,311.15243538178,True,0.99402123120841
